sample_id,project,pr_or_cve,category,oracle_type,year,source,test_source,primary_diff_file,github_repo,reference_url,trigger_mode
kubernetes-133307,kubernetes,133307,data_race,RACE,2025,pr,synthesized,staging/src/k8s.io/component-base/metrics/counter.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/133307,in_place
kubernetes-133334,kubernetes,133334,data_race,RACE,2025,pr,synthesized,pkg/scheduler/framework/api_calls/pod_status_patch.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/133334,in_place
kubernetes-133587,kubernetes,133587,data_race,RACE,2025,pr,synthesized,staging/src/k8s.io/dynamic-resource-allocation/structured/internal/experimental/allocator_experimental.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/133587,in_place
kubernetes-133781,kubernetes,133781,data_race,RACE,2025,pr,synthesized,pkg/apis/scheduling/v1/helpers.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/133781,in_place
kubernetes-134379,kubernetes,134379,data_race,RACE,2025,pr,synthesized,pkg/controller/garbagecollector/graph.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/134379,in_place
kubernetes-134390,kubernetes,134390,data_race,RACE,2025,pr,synthesized,staging/src/k8s.io/component-base/metrics/metric.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/134390,in_place
kubernetes-135794,kubernetes,135794,data_race,RACE,2026,pr,synthesized,pkg/kubelet/volumemanager/volume_manager.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/135794,replicated
kubernetes-136068,kubernetes,136068,data_race,RACE,2026,pr,synthesized,staging/src/k8s.io/client-go/tools/leaderelection/leaderelection.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/136068,in_place
kubernetes-136205,kubernetes,136205,data_race,RACE,2026,pr,synthesized,pkg/kubelet/status/status_manager.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/136205,replicated
kubernetes-136226,kubernetes,136226,data_race,RACE,2026,pr,synthesized,pkg/kubelet/kubelet_pods.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/136226,replicated
kubernetes-136685,kubernetes,136685,data_race,RACE,2026,pr,synthesized,pkg/apis/rbac/v1/helpers.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/136685,replicated
kubernetes-137804,kubernetes,137804,data_race,RACE,2026,pr,synthesized,pkg/scheduler/backend/cache/podgroupstate.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/137804,in_place
kubernetes-137949,kubernetes,137949,data_race,RACE,2026,pr,synthesized,staging/src/k8s.io/cri-client/pkg/remote_image.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/137949,replicated
kubernetes-1637,kubernetes,1637,anonymous_function,RACE,2015,pr,synthesized,pkg/kubelet/runonce.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/1637,replicated
kubernetes-84487,kubernetes,84487,data_race,RACE,2019,pr,synthesized,pkg/registry/registrytest/node.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/84487,in_place
kubernetes-86120,kubernetes,86120,data_race,RACE,2019,pr,synthesized,staging/src/k8s.io/apimachinery/pkg/watch/watch.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/86120,in_place
kubernetes-88079,kubernetes,88079,data_race,RACE,2020,pr,synthesized,staging/src/k8s.io/client-go/util/connrotation/connrotation.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/88079,in_place
kubernetes-90348,kubernetes,90348,anonymous_function,RACE,2020,pr,synthesized,staging/src/k8s.io/legacy-cloud-providers/vsphere/vsphere.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/90348,replicated
kubernetes-90476,kubernetes,90476,data_race,RACE,2020,pr,synthesized,staging/src/k8s.io/apimachinery/pkg/util/wait/wait.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/90476,replicated
kubernetes-90825,kubernetes,90825,special_library,ORDER,2020,pr,synthesized,staging/src/k8s.io/client-go/tools/cache/fifo.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/90825,replicated
kubernetes-92139,kubernetes,92139,data_race,RACE,2020,pr,synthesized,staging/src/k8s.io/client-go/tools/clientcmd/merged_client_builder.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/92139,replicated
kubernetes-93717,kubernetes,93717,data_race,RACE,2020,pr,synthesized,kubelet_getters.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/93717,in_place
kubernetes-94751,kubernetes,94751,data_race,RACE,2020,pr,synthesized,pkg/kubelet/time_cache.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/94751,replicated
kubernetes-95664,kubernetes,95664,order_violation,RACE,2021,pr,PR_bundled,staging/src/k8s.io/apimachinery/pkg/watch/mux.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/95664,replicated
kubernetes-96777,kubernetes,96777,data_race,RACE,2020,pr,synthesized,pkg/scheduler/framework/plugins/volumebinding/volume_binding.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/96777,replicated
kubernetes-96826,kubernetes,96826,data_race,RACE,2020,pr,synthesized,pkg/volume/plugins.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/96826,replicated
kubernetes-97193,kubernetes,97193,data_race,RACE,2021,pr,synthesized,pkg/kubelet/pluginmanager/reconciler/reconciler.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/97193,replicated
minio-15770,minio,15770,data_race,RACE,2022,pr,synthesized,internal/rest/rpc-stats.go,minio/minio,https://github.com/minio/minio/pull/15770,in_place
minio-21203,minio,21203,data_race,RACE,2025,pr,synthesized,internal/grid/connection.go,minio/minio,https://github.com/minio/minio/pull/21203,replicated
minio-544,minio,544,data_race,RACE,2015,pr,synthesized,pkg/storage/drivers/memory/memory.go,minio/minio,https://github.com/minio/minio/pull/544,replicated
minio-568,minio,568,data_race,RACE,2015,pr,synthesized,memory/intelligent.go,minio/minio,https://github.com/minio/minio/pull/568,replicated
minio-712,minio,712,data_race,RACE,2015,pr,synthesized,pkg/donut/disk/disk.go,minio/minio,https://github.com/minio/minio/pull/712,replicated
minio-994,minio,994,data_race,RACE,2015,pr,synthesized,contentdb/contentdb.go,minio/minio,https://github.com/minio/minio/pull/994,in_place
moby-21432,moby,21432,data_race,RACE,2016,pr,synthesized,volume/store/store.go:271,moby/moby,https://github.com/moby/moby/pull/21432,replicated
moby-21620,moby,21620,data_race,RACE,2016,pr,synthesized,libcontainerd/client.go:22,moby/moby,https://github.com/moby/moby/pull/21620,in_place
moby-21624,moby,21624,data_race,RACE,2016,pr,synthesized,volume/store/store.go:271,moby/moby,https://github.com/moby/moby/pull/21624,in_place
moby-21677,moby,21677,data_race,RACE,2016,pr,synthesized,layer/ro_layer.go,moby/moby,https://github.com/moby/moby/pull/21677,in_place
moby-22279,moby,22279,data_race,RACE,2016,pr,synthesized,container/state.go:131,moby/moby,https://github.com/moby/moby/pull/22279,in_place
moby-22966,moby,22966,data_race,RACE,2016,pr,synthesized,pkg/discovery/memory/memory.go,moby/moby,https://github.com/moby/moby/pull/22966,in_place
moby-26695,moby,26695,data_race,RACE,2016,pr,synthesized,libcontainerd/pausemonitor_linux.go,moby/moby,https://github.com/moby/moby/pull/26695,in_place
moby-28290,moby,28290,data_race,RACE,2016,pr,synthesized,volume/store/store.go,moby/moby,https://github.com/moby/moby/pull/28290,in_place
moby-29893,moby,29893,data_race,RACE,2017,pr,synthesized,pkg/plugins/plugins.go,moby/moby,https://github.com/moby/moby/pull/29893,in_place
moby-30719,moby,30719,data_race,RACE,2017,pr,synthesized,daemon/graphdriver/counter.go,moby/moby,https://github.com/moby/moby/pull/30719,in_place
moby-33305,moby,33305,data_race,RACE,2017,pr,synthesized,daemon/logger/loggerutils/rotatefilewriter.go,moby/moby,https://github.com/moby/moby/pull/33305,in_place
moby-39445,moby,39445,data_race,RACE,2019,pr,synthesized,pkg/ioutils/bytespipe.go,moby/moby,https://github.com/moby/moby/pull/39445,in_place
moby-39644,moby,39644,data_race,RACE,2019,pr,synthesized,daemon/graphdriver/quota/projectquota.go,moby/moby,https://github.com/moby/moby/pull/39644,replicated
moby-39645,moby,39645,data_race,RACE,2019,pr,synthesized,container/health.go,moby/moby,https://github.com/moby/moby/pull/39645,in_place
moby-42320,moby,42320,order_violation,RACE,2021,pr,synthesized,daemon/logger/ring.go,moby/moby,https://github.com/moby/moby/pull/42320,in_place
moby-47961,moby,47961,data_race,RACE,2024,pr,synthesized,client/client.go,moby/moby,https://github.com/moby/moby/pull/47961,in_place
moby-49649,moby,49649,data_race,RACE,2025,pr,synthesized,cmd/docker-proxy/udp_proxy_linux.go,moby/moby,https://github.com/moby/moby/pull/49649,replicated
moby-49985,moby,49985,data_race,RACE,2025,pr,synthesized,libnetwork/networkdb/cluster.go,moby/moby,https://github.com/moby/moby/pull/49985,in_place
moby-50448,moby,50448,data_race,RACE,2025,pr,synthesized,client/client.go,moby/moby,https://github.com/moby/moby/pull/50448,replicated
moby-CVE-2024-36623,moby,CVE-2024-36623,data_race,RACE,2024,cve,synthesized,pkg/streamformatter/streamformatter.go,moby/moby,https://github.com/advisories/GHSA-gh5c-3h97-2f3q,replicated
nats-server-1178,nats-server,1178,data_race,RACE,2019,pr,synthesized,server/events.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/1178,in_place
nats-server-140,nats-server,140,data_race,RACE,2020,pr,synthesized,server/client.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/140,in_place
nats-server-3353,nats-server,3353,data_race,RACE,2022,pr,synthesized,server/filestore.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/3353,in_place
nats-server-4068,nats-server,4068,data_race,RACE,2023,pr,synthesized,server/accounts.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/4068,in_place
nats-server-5146,nats-server,5146,data_race,RACE,2024,pr,synthesized,server/consumer.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/5146,in_place
nats-server-5182,nats-server,5182,data_race,RACE,2024,pr,synthesized,server/jetstream_cluster.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/5182,in_place
nats-server-540,nats-server,540,data_race,RACE,2024,pr,synthesized,server/monitor.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/540,in_place
nats-server-6356,nats-server,6356,data_race,RACE,2025,pr,synthesized,server/jetstream_api.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/6356,in_place
nats-server-6620,nats-server,6620,data_race,RACE,2025,pr,synthesized,server/server.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/6620,in_place
nats-server-6983,nats-server,6983,data_race,RACE,2025,pr,synthesized,server/stream.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/6983,in_place
nats-server-7201,nats-server,7201,data_race,RACE,2025,pr,synthesized,server/jetstream_api.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/7201,replicated
nats-server-7395,nats-server,7395,data_race,RACE,2025,pr,synthesized,server/stream.go,nats-io/nats-server,https://github.com/nats-io/nats-server/pull/7395,in_place
nomad-14119,nomad,14119,data_race,RACE,2022,pr,synthesized,client/heartbeatstop.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14119,in_place
nomad-14120,nomad,14120,data_race,RACE,2022,pr,PR_bundled,nomad/config.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14120,in_place
nomad-14121,nomad,14121,data_race,RACE,2022,pr,synthesized,nomad/deploymentwatcher/deployment_watcher.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14121,in_place
nomad-14142,nomad,14142,data_race,RACE,2022,pr,synthesized,nomad/blocked_evals.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14142,in_place
nomad-14188,nomad,14188,data_race,RACE,2022,pr,synthesized,stream/event_broker.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14188,in_place
nomad-14538,nomad,14538,data_race,RACE,2022,pr,synthesized,client/logmon/logging/rotator.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/14538,in_place
nomad-3461,nomad,3461,data_race,RACE,2017,pr,synthesized,client/client.go,hashicorp/nomad,https://github.com/hashicorp/nomad/pull/3461,replicated
nomad-CVE-2022-24686,nomad,CVE-2022-24686,data_race,RACE,2022,cve,synthesized,client/allocrunner/taskrunner/getter/getter.go,hashicorp/nomad,https://github.com/advisories/GHSA-gwmc-6795-qghj,replicated
olivetin-688,olivetin,688,data_race,RACE,2025,pr,synthesized,service/internal/entities/storage.go,OliveTin/OliveTin,https://github.com/OliveTin/OliveTin/pull/688,in_place
olivetin-910,olivetin,910,data_race,RACE,2026,pr,synthesized,service/internal/auth/otoauth2/restapi_auth_oauth2.go,OliveTin/OliveTin,https://github.com/OliveTin/OliveTin/pull/910,in_place
olivetin-CVE-2026-28789,olivetin,CVE-2026-28789,data_race,RACE,2026,cve,synthesized,service/internal/auth/otoauth2/restapi_auth_oauth2.go,OliveTin/OliveTin,https://github.com/advisories/GHSA-45m3-398w-m2m9,replicated
pq-1000,pq,1000,data_race,RACE,2020,pr,synthesized,conn.go,lib/pq,https://github.com/lib/pq/pull/1000,in_place
prometheus-11296,prometheus,11296,data_race,RACE,2022,pr,synthesized,tsdb/chunkenc/bstream.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/11296,in_place
prometheus-18127,prometheus,18127,data_race,RACE,2026,pr,synthesized,scrape/scrape.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/18127,in_place
prometheus-1925,prometheus,1925,data_race,RACE,2016,pr,synthesized,promql/lex.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/1925,replicated
prometheus-3738,prometheus,3738,order_violation,RACE,2018,pr,synthesized,discovery/file/file.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/3738,replicated
prometheus-4066,prometheus,4066,data_race,RACE,2018,pr,synthesized,scrape/target.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/4066,in_place
prometheus-4096,prometheus,4096,data_race,RACE,2018,pr,synthesized,scrape/scrape.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/4096,in_place
prometheus-885,prometheus,885,data_race,RACE,2021,pr,synthesized,retrieval/target.go,prometheus/prometheus,https://github.com/prometheus/prometheus/pull/885,replicated
rclone-140,rclone,140,data_race,RACE,2015,pr,synthesized,pacer/pacer.go,rclone/rclone,https://github.com/rclone/rclone/pull/140,replicated
serving-3068,serving,3068,channel_misuse,RACE|PANIC,2019,pr,synthesized,pkg/pool/pool.go,knative/serving,https://github.com/knative/serving/pull/3068,replicated
serving-3357,serving,3357,data_race,RACE,2019,pr,synthesized,pkg/reconciler/reconciler.go,knative/serving,https://github.com/knative/serving/pull/3357,replicated
serving-4973,serving,4973,data_race,RACE,2019,pr,synthesized,pkg/activator/handler/concurrency_reporter.go,knative/serving,https://github.com/knative/serving/pull/4973,replicated
serving-5865,serving,5865,data_race,RACE,2019,pr,synthesized,pkg/activator/net/revision_backends.go,knative/serving,https://github.com/knative/serving/pull/5865,replicated
serving-9297,serving,9297,data_race,RACE,2020,pr,PR_bundled,pkg/autoscaler/statforwarder/forwarder.go,knative/serving,https://github.com/knative/serving/pull/9297,replicated
swarmkit-1046,swarmkit,1046,data_race,RACE,2016,pr,synthesized,agent/node.go,moby/swarmkit,https://github.com/moby/swarmkit/pull/1046,in_place
syncthing-10430,syncthing,10430,data_race,RACE,2025,pr,synthesized,lib/fs/casefs.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/10430,replicated
syncthing-4526,syncthing,4526,anonymous_function,RACE,2017,pr,synthesized,lib/connections/service.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/4526,replicated
syncthing-6477,syncthing,6477,data_race,RACE,2020,pr,synthesized,lib/util/utils.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/6477,in_place
syncthing-8042,syncthing,8042,data_race,RACE,2021,pr,synthesized,cmd/strelaysrv/main.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/8042,replicated
syncthing-8321,syncthing,8321,anonymous_function,RACE,2022,pr,synthesized,lib/connections/service.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/8321,replicated
syncthing-9235,syncthing,9235,data_race,RACE,2023,pr,synthesized,lib/model/model.go,syncthing/syncthing,https://github.com/syncthing/syncthing/pull/9235,replicated
teleport-65910,teleport,65910,data_race,RACE,2026,pr,synthesized,lib/srv/app/gcp/handler.go,gravitational/teleport,https://github.com/gravitational/teleport/pull/65910,in_place
thanos-1340,thanos,1340,data_race,RACE,2019,pr,synthesized,pkg/pool/pool.go,thanos-io/thanos,https://github.com/thanos-io/thanos/pull/1340,in_place
thanos-2354,thanos,2354,data_race,RACE,2020,pr,synthesized,pkg/block/fetcher.go,thanos-io/thanos,https://github.com/thanos-io/thanos/pull/2354,replicated
thanos-5503,thanos,5503,data_race,RACE,2022,pr,synthesized,pkg/compact/compact.go,thanos-io/thanos,https://github.com/thanos-io/thanos/pull/5503,in_place
thanos-5972,thanos,5972,data_race,RACE,2022,pr,synthesized,pkg/query/endpointset.go,thanos-io/thanos,https://github.com/thanos-io/thanos/pull/5972,in_place
thanos-6575,thanos,6575,data_race,RACE,2023,pr,synthesized,pkg/store/bucket.go,thanos-io/thanos,https://github.com/thanos-io/thanos/pull/6575,replicated
tidb-38281,tidb,38281,data_race,RACE,2022,pr,synthesized,expression/collation.go,pingcap/tidb,https://github.com/pingcap/tidb/pull/38281,in_place
tidb-38374,tidb,38374,data_race,RACE,2022,pr,synthesized,domain/domain_sysvars.go,pingcap/tidb,https://github.com/pingcap/tidb/pull/38374,in_place
tidb-40277,tidb,40277,data_race,RACE,2023,pr,synthesized,expression/builtin_cast.go,pingcap/tidb,https://github.com/pingcap/tidb/pull/40277,in_place
tidb-62900,tidb,62900,data_race,RACE,2025,pr,synthesized,pkg/ddl/executor.go,pingcap/tidb,https://github.com/pingcap/tidb/pull/62900,in_place
traefik-2287,traefik,2287,anonymous_function,RACE,2017,pr,synthesized,healthcheck/healthcheck.go,traefik/traefik,https://github.com/traefik/traefik/pull/2287,in_place
victoriametrics-10860,victoriametrics,10860,order_violation,RACE,2026,pr,synthesized,app/vmauth/auth_config.go,VictoriaMetrics/VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics/pull/10860,replicated
victoriametrics-8258,victoriametrics,8258,data_race,RACE,2025,pr,synthesized,app/vmalert/notifier/alertmanager.go,VictoriaMetrics/VictoriaMetrics,https://github.com/VictoriaMetrics/VictoriaMetrics/pull/8258,in_place
etcd-21375,etcd,21375,data_race,PANIC,2025,pr,handcrafted,server/etcdserver/v3_server.go,etcd-io/etcd,https://github.com/etcd-io/etcd/pull/21375,replicated
kubernetes-115282,kubernetes,115282,data_race,RACE,2023,pr,handcrafted,staging/src/k8s.io/apiserver/pkg/server/config.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/115282,replicated
kubernetes-94537,kubernetes,94537,data_race,PANIC,2020,pr,handcrafted,staging/src/k8s.io/legacy-cloud-providers/azure/cache/azure_cache.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/94537,in_place
kubernetes-98653,kubernetes,98653,data_race,PANIC,2021,pr,handcrafted,staging/src/k8s.io/apimachinery/pkg/watch/streamwatcher.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/98653,in_place
kubernetes-98956,kubernetes,98956,data_race,RACE,2021,pr,handcrafted,pkg/kubelet/kubelet_pods.go,kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/pull/98956,in_place
serving-10729,serving,10729,data_race,PANIC,2021,pr,handcrafted,pkg/activator/handler/concurrency_reporter.go,knative/serving,https://github.com/knative/serving/pull/10729,in_place
